SEASON,TEAM,SPLIT,GP,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,DREB/G,OREB/G,REB/G,A/G,TO/G,STL/G,BLK/G,PF/G,PPG,OFF_EFF,NET_EFF
2017,trinitywestern,December,2.0,54.0,124.0,43.5,13.0,41.0,31.7,23.0,42.0,54.8,12.5,24.5,37.0,19.5,16.5,12.5,0.5,15.0,72.0,0.941,0.122
2017,trinitywestern,January,6.0,150.0,355.0,42.3,41.0,113.0,36.3,105.0,143.0,73.4,13.8,24.7,38.5,14.2,21.0,6.2,1.0,16.7,74.3,0.95,0.011
2017,trinitywestern,February,4.0,107.0,282.0,37.9,24.0,78.0,30.8,40.0,60.0,66.7,15.8,25.8,41.5,15.8,18.8,12.3,1.5,16.3,69.5,0.858,0.041
2017,ubc,Total,20.0,530.0,1269.0,41.8,110.0,319.0,34.5,285.0,395.0,72.2,13.8,28.1,41.9,11.9,18.9,9.7,4.3,14.7,72.8,0.928,0.149
2017,ubc,Exhibition,9.0,189.0,505.0,37.4,33.0,128.0,25.8,93.0,137.0,67.9,10.4,26.6,37.0,11.4,22.8,9.8,3.2,15.0,56.0,0.736,-0.112
2017,ubc,Home,11.0,309.0,703.0,44.0,67.0,192.0,34.9,153.0,206.0,74.3,13.9,28.8,42.7,12.9,18.7,10.4,4.5,15.7,76.2,0.976,0.179
2017,ubc,Away,9.0,221.0,566.0,39.0,43.0,127.0,33.9,132.0,189.0,69.8,13.7,27.1,40.8,10.7,19.1,8.9,4.0,13.3,68.6,0.87,0.112
2017,ubc,Wins,16.0,444.0,1022.0,43.4,98.0,269.0,36.4,222.0,306.0,72.5,13.8,29.8,43.6,13.1,19.3,10.4,4.4,14.9,75.5,0.956,0.211
2017,ubc,Losses,4.0,86.0,247.0,34.8,12.0,50.0,24.0,63.0,89.0,70.8,13.8,21.3,35.0,7.3,17.3,6.8,4.0,13.5,61.8,0.809,-0.107
2017,ubc,November,6.0,159.0,390.0,40.8,36.0,102.0,35.3,101.0,140.0,72.1,14.3,31.5,45.8,12.5,19.8,12.0,4.7,16.7,75.8,0.923,0.25
2017,ubc,December,2.0,64.0,139.0,46.0,14.0,44.0,31.8,20.0,31.0,64.5,18.0,30.5,48.5,12.5,20.0,10.5,5.0,13.5,81.0,1.022,0.222
2017,ubc,January,8.0,200.0,495.0,40.4,44.0,127.0,34.6,114.0,154.0,74.0,13.0,26.1,39.1,11.4,18.0,7.4,4.8,14.3,69.8,0.912,0.061
2017,ubc,February,4.0,107.0,245.0,43.7,16.0,46.0,34.8,50.0,70.0,71.4,12.5,25.5,38.0,11.8,18.8,10.5,2.5,13.0,70.0,0.918,0.123
2017,ubcokanagan,Total,20.0,438.0,1261.0,34.7,94.0,390.0,24.1,232.0,322.0,72.0,12.8,25.1,37.8,11.4,18.7,9.4,2.4,18.6,60.1,0.78,-0.129
2017,ubcokanagan,Exhibition,5.0,138.0,324.0,42.6,26.0,84.0,31.0,47.0,69.0,68.1,22.6,22.0,44.6,12.2,20.6,8.6,4.2,15.4,69.8,1.001,0.278
2017,ubcokanagan,Home,10.0,208.0,620.0,33.5,42.0,185.0,22.7,128.0,171.0,74.9,12.8,24.8,37.6,8.6,19.0,8.0,1.4,18.6,58.6,0.764,-0.158
2017,ubcokanagan,Away,10.0,230.0,641.0,35.9,52.0,205.0,25.4,104.0,151.0,68.9,12.7,25.3,38.0,14.3,18.4,10.9,3.3,18.6,61.6,0.796,-0.1
2017,ubcokanagan,Wins,4.0,92.0,262.0,35.1,26.0,89.0,29.2,59.0,76.0,77.6,12.5,28.3,40.8,11.0,15.8,11.5,2.8,17.3,67.3,0.859,0.072
2017,ubcokanagan,Losses,16.0,346.0,999.0,34.6,68.0,301.0,22.6,173.0,246.0,70.3,12.8,24.3,37.1,11.6,19.4,8.9,2.3,18.9,58.3,0.76,-0.18
2017,ubcokanagan,November,8.0,183.0,522.0,35.1,36.0,159.0,22.6,106.0,148.0,71.6,14.8,28.8,43.5,11.8,19.3,10.5,1.9,20.1,63.5,0.804,-0.038
2017,ubcokanagan,December,2.0,49.0,128.0,38.3,11.0,43.0,25.6,17.0,25.0,68.0,12.0,22.0,34.0,13.5,20.5,10.0,3.0,16.0,63.0,0.8,-0.222
2017,ubcokanagan,January,6.0,116.0,346.0,33.5,28.0,113.0,24.8,73.0,92.0,79.3,9.7,22.3,32.0,10.2,19.3,8.0,2.5,17.2,55.5,0.74,-0.258
2017,ubcokanagan,February,4.0,90.0,265.0,34.0,19.0,75.0,25.3,36.0,57.0,63.2,13.8,23.3,37.0,11.8,15.8,9.3,2.8,19.0,58.8,0.779,-0.08
2017,ufv,Total,20.0,428.0,1124.0,38.1,106.0,370.0,28.6,292.0,435.0,67.1,10.4,29.6,40.1,11.4,19.3,8.0,1.9,16.4,62.7,0.826,0.009
2017,ufv,Exhibition,1.0,26.0,59.0,44.1,5.0,19.0,26.3,5.0,13.0,38.5,10.0,23.0,33.0,13.0,21.0,8.0,2.0,14.0,62.0,0.81,-0.302
2017,ufv,Home,11.0,244.0,616.0,39.6,60.0,189.0,31.7,164.0,252.0,65.1,11.2,30.5,41.7,14.0,17.9,8.8,1.2,15.7,64.7,0.873,0.064
2017,ufv,Away,9.0,184.0,508.0,36.2,46.0,181.0,25.4,128.0,183.0,69.9,9.6,28.6,38.1,8.3,20.9,6.9,2.8,17.1,60.2,0.773,-0.055
2017,ufv,Wins,12.0,272.0,682.0,39.9,79.0,228.0,34.6,192.0,281.0,68.3,11.8,30.2,41.9,13.8,18.3,8.9,1.3,14.8,67.9,0.904,0.095
2017,ufv,Losses,8.0,156.0,442.0,35.3,27.0,142.0,19.0,100.0,154.0,64.9,8.5,28.9,37.4,8.0,20.6,6.5,2.9,18.6,54.9,0.713,-0.117
2017,ufv,November,6.0,120.0,337.0,35.6,25.0,107.0,23.4,83.0,138.0,60.1,11.0,28.8,39.8,11.3,18.3,7.3,2.0,17.5,58.0,0.773,0.037
2017,ufv,December,2.0,42.0,109.0,38.5,11.0,36.0,30.6,35.0,49.0,71.4,10.5,29.0,39.5,9.5,27.0,9.0,1.5,18.5,65.0,0.781,-0.082
2017,ufv,January,8.0,175.0,454.0,38.5,52.0,161.0,32.3,113.0,168.0,67.3,9.9,29.1,39.0,11.9,17.8,7.9,2.4,14.9,64.4,0.857,0.0
2017,ufv,February,4.0,91.0,224.0,40.6,18.0,66.0,27.3,61.0,80.0,76.3,10.8,32.3,43.0,11.8,19.8,8.5,1.0,16.5,65.3,0.87,0.035
2017,unbc,Total,20.0,462.0,1225.0,37.7,102.0,320.0,31.9,311.0,418.0,74.4,12.5,25.6,38.1,11.2,19.3,9.3,2.2,18.6,66.8,0.852,-0.056
2017,unbc,Exhibition,2.0,43.0,125.0,34.4,8.0,40.0,20.0,9.0,19.0,47.4,14.5,30.0,44.5,10.0,21.5,6.0,3.5,16.0,51.5,0.694,-0.205
2017,unbc,Home,10.0,244.0,615.0,39.7,59.0,170.0,34.7,150.0,214.0,70.1,13.6,24.6,38.2,12.7,17.3,9.4,2.4,19.1,69.7,0.918,-0.007
2017,unbc,Away,10.0,218.0,610.0,35.7,43.0,150.0,28.7,161.0,204.0,78.9,11.4,26.6,38.0,9.6,21.2,9.1,2.0,18.2,64.0,0.79,-0.101
2017,unbc,Wins,6.0,162.0,401.0,40.4,31.0,96.0,32.3,103.0,141.0,73.0,15.7,26.7,42.3,12.3,18.0,9.0,2.5,17.8,76.3,0.943,0.11
2017,unbc,Losses,14.0,300.0,824.0,36.4,71.0,224.0,31.7,208.0,277.0,75.1,11.1,25.1,36.3,10.6,19.8,9.4,2.1,19.0,62.8,0.811,-0.129
2017,unbc,November,8.0,175.0,449.0,39.0,42.0,128.0,32.8,117.0,161.0,72.7,10.9,27.1,38.0,13.3,21.3,8.6,2.0,20.9,63.6,0.831,-0.081
2017,unbc,December,2.0,60.0,137.0,43.8,15.0,39.0,38.5,22.0,37.0,59.5,17.0,21.5,38.5,15.0,13.0,9.0,1.5,19.5,78.5,1.064,0.119
2017,unbc,January,6.0,141.0,416.0,33.9,30.0,107.0,28.0,110.0,138.0,79.7,15.3,27.2,42.5,10.0,18.5,9.2,2.5,17.0,70.3,0.837,0.003
2017,unbc,February,4.0,86.0,223.0,38.6,15.0,46.0,32.6,62.0,82.0,75.6,9.3,22.3,31.5,6.8,19.5,10.8,2.5,16.3,62.3,0.816,-0.182
2017,victoria,Total,20.0,513.0,1271.0,40.4,98.0,311.0,31.5,272.0,375.0,72.5,12.1,25.6,37.6,12.4,16.0,7.5,2.4,18.6,69.8,0.908,0.036
2017,victoria,Exhibition,5.0,131.0,304.0,43.1,21.0,60.0,35.0,66.0,93.0,71.0,12.0,24.8,36.8,10.4,15.4,7.6,1.6,18.2,69.8,0.95,0.062
2017,victoria,Home,9.0,225.0,537.0,41.9,36.0,116.0,31.0,137.0,188.0,72.9,9.8,24.3,34.1,12.0,16.7,6.1,2.6,20.1,69.2,0.899,0.014
2017,victoria,Away,11.0,288.0,734.0,39.2,62.0,195.0,31.8,135.0,187.0,72.2,13.9,26.5,40.5,12.7,15.5,8.7,2.2,17.3,70.3,0.915,0.055
2017,victoria,Wins,12.0,329.0,747.0,44.0,60.0,182.0,33.0,160.0,221.0,72.4,11.9,26.3,38.3,13.8,16.5,8.3,2.2,17.9,73.2,0.962,0.164
2017,victoria,Losses,8.0,184.0,524.0,35.1,38.0,129.0,29.5,112.0,154.0,72.7,12.3,24.4,36.6,10.3,15.3,6.4,2.6,19.5,64.8,0.829,-0.15
2017,victoria,November,8.0,175.0,502.0,34.9,36.0,124.0,29.0,116.0,154.0,75.3,11.9,24.9,36.8,9.8,16.4,7.4,2.3,18.9,62.8,0.816,-0.035
2017,victoria,January,8.0,237.0,513.0,46.2,37.0,115.0,32.2,104.0,148.0,70.3,11.4,26.8,38.1,13.6,16.0,9.0,2.8,19.3,76.9,0.986,0.15
2017,victoria,February,4.0,101.0,256.0,39.5,25.0,72.0,34.7,52.0,73.0,71.2,13.8,24.5,38.3,15.3,15.3,5.0,1.8,16.5,69.8,0.935,-0.051
2017,winnipeg,Total,20.0,563.0,1380.0,40.8,113.0,367.0,30.8,242.0,321.0,75.4,13.4,22.8,36.2,12.7,13.9,12.2,1.9,19.6,74.0,0.955,0.167
2017,winnipeg,Exhibition,1.0,28.0,74.0,37.8,4.0,17.0,23.5,24.0,29.0,82.8,23.0,26.0,49.0,15.0,11.0,17.0,3.0,27.0,84.0,1.098,0.492
2017,winnipeg,Home,10.0,273.0,684.0,39.9,66.0,192.0,34.4,119.0,160.0,74.4,13.1,20.6,33.7,13.7,13.8,12.4,1.9,19.6,73.1,0.948,0.171
2017,winnipeg,Away,10.0,290.0,696.0,41.7,47.0,175.0,26.9,123.0,161.0,76.4,13.7,25.0,38.7,11.6,14.1,12.0,1.8,19.6,75.0,0.961,0.164
2017,winnipeg,Wins,18.0,508.0,1245.0,40.8,103.0,328.0,31.4,227.0,300.0,75.7,13.9,23.2,37.1,12.6,14.1,12.2,1.9,19.6,74.8,0.962,0.199
2017,winnipeg,Losses,2.0,55.0,135.0,40.7,10.0,39.0,25.6,15.0,21.0,71.4,9.0,19.5,28.5,13.0,12.5,12.0,1.0,19.5,67.5,0.885,-0.115
2017,winnipeg,November,8.0,209.0,535.0,39.1,53.0,148.0,35.8,113.0,153.0,73.9,12.9,22.3,35.1,12.9,13.5,11.6,1.3,20.8,73.0,0.947,0.223
2017,winnipeg,December,2.0,52.0,143.0,36.4,13.0,41.0,31.7,29.0,39.0,74.4,18.5,21.0,39.5,13.5,15.5,11.0,2.0,22.0,73.0,0.933,0.129
2017,winnipeg,January,6.0,181.0,427.0,42.4,29.0,106.0,27.4,63.0,80.0,78.8,15.3,24.8,40.2,12.5,16.0,15.2,3.2,19.3,75.7,0.964,0.209
2017,winnipeg,February,4.0,121.0,275.0,44.0,18.0,72.0,25.0,37.0,49.0,75.5,9.0,21.8,30.8,12.0,11.0,9.5,1.0,16.5,74.3,0.966,0.008
2018,acadia,Total,20.0,635.0,1506.0,42.2,147.0,433.0,33.9,306.0,432.0,70.8,14.9,31.0,45.9,18.7,14.9,11.9,2.9,17.3,86.2,1.001,0.252
2018,acadia,Exhibition,9.0,267.0,651.0,41.0,58.0,176.0,33.0,140.0,185.0,75.7,13.3,34.0,47.3,13.0,19.1,9.6,3.1,17.6,81.3,0.92,0.168
2018,acadia,Home,10.0,317.0,777.0,40.8,84.0,249.0,33.7,144.0,202.0,71.3,17.3,31.4,48.7,19.7,14.4,12.4,3.8,16.9,86.2,1.015,0.286
2018,acadia,Away,10.0,318.0,729.0,43.6,63.0,184.0,34.2,162.0,230.0,70.4,12.5,30.6,43.1,17.7,15.4,11.5,1.9,17.6,86.1,0.986,0.219
2018,acadia,Wins,18.0,577.0,1349.0,42.8,131.0,375.0,34.9,287.0,407.0,70.5,15.1,31.2,46.3,18.8,14.9,12.4,2.6,17.6,87.3,1.015,0.293
2018,acadia,Losses,2.0,58.0,157.0,36.9,16.0,58.0,27.6,19.0,25.0,76.0,13.0,29.5,42.5,17.5,15.0,8.0,5.0,14.5,75.5,0.87,-0.11
2018,acadia,November,7.0,219.0,547.0,40.0,52.0,147.0,35.4,118.0,167.0,70.7,18.6,34.4,53.0,17.9,15.0,12.4,3.1,17.6,86.9,1.004,0.342
2018,acadia,January,7.0,219.0,559.0,39.2,49.0,173.0,28.3,96.0,138.0,69.6,14.4,29.7,44.1,18.9,12.3,12.1,2.6,17.3,83.3,0.951,0.166
2018,acadia,February,6.0,197.0,400.0,49.3,46.0,113.0,40.7,92.0,127.0,72.4,11.2,28.5,39.7,19.5,17.8,11.2,2.8,16.8,88.7,1.057,0.251
2018,capebreton,Total,20.0,536.0,1289.0,41.6,120.0,385.0,31.2,308.0,439.0,70.2,9.3,29.3,38.6,15.8,17.1,7.0,1.5,13.6,75.0,0.901,0.084
2018,capebreton,Exhibition,3.0,68.0,204.0,33.3,10.0,48.0,20.8,26.0,46.0,56.5,15.3,29.7,45.0,9.0,19.0,7.7,2.3,15.3,57.3,0.723,-0.186
2018,capebreton,Home,9.0,256.0,589.0,43.5,58.0,182.0,31.9,155.0,221.0,70.1,10.1,27.0,37.1,19.2,15.6,6.6,1.0,13.7,80.6,0.969,0.104
2018,capebreton,Away,11.0,280.0,700.0,40.0,62.0,203.0,30.5,153.0,218.0,70.2,8.6,31.2,39.8,13.0,18.4,7.5,1.9,13.5,70.5,0.846,0.067
2018,capebreton,Wins,13.0,364.0,845.0,43.1,79.0,239.0,33.1,185.0,266.0,69.5,9.7,31.8,41.5,17.2,16.7,6.8,1.7,12.7,76.3,0.928,0.185
2018,capebreton,Losses,7.0,172.0,444.0,38.7,41.0,146.0,28.1,123.0,173.0,71.1,8.6,24.6,33.1,13.1,17.9,7.4,1.1,15.3,72.6,0.853,-0.097
2018,capebreton,November,7.0,179.0,438.0,40.9,37.0,126.0,29.4,112.0,161.0,69.6,9.6,28.9,38.4,14.9,19.1,5.9,1.3,13.0,72.4,0.866,0.064
2018,capebreton,January,7.0,197.0,489.0,40.3,46.0,158.0,29.1,111.0,161.0,68.9,10.1,28.9,39.0,14.7,13.9,8.0,0.9,14.3,78.7,0.925,0.09
2018,capebreton,February,6.0,160.0,362.0,44.2,37.0,101.0,36.6,85.0,117.0,72.6,8.0,30.3,38.3,18.2,18.5,7.3,2.5,13.5,73.7,0.914,0.1
2018,dalhousie,Total,20.0,411.0,1262.0,32.6,94.0,347.0,27.1,215.0,313.0,68.7,10.1,27.4,37.5,10.3,18.9,7.9,1.1,18.1,56.5,0.709,-0.202
2018,dalhousie,Exhibition,6.0,121.0,312.0,38.8,24.0,81.0,29.6,63.0,88.0,71.6,10.0,23.5,33.5,8.7,17.3,5.8,0.3,13.2,54.8,0.823,-0.124
2018,dalhousie,Home,10.0,217.0,628.0,34.6,49.0,163.0,30.1,115.0,168.0,68.5,10.7,30.1,40.8,12.2,17.5,8.2,1.0,19.1,59.8,0.767,-0.109
2018,dalhousie,Away,10.0,194.0,634.0,30.6,45.0,184.0,24.5,100.0,145.0,69.0,9.5,24.8,34.3,8.5,20.4,7.6,1.2,17.2,53.3,0.654,-0.292
2018,dalhousie,Wins,5.0,104.0,333.0,31.2,29.0,102.0,28.4,53.0,79.0,67.1,14.0,30.4,44.4,11.2,17.4,10.2,0.6,17.2,58.0,0.745,0.057
2018,dalhousie,Losses,15.0,307.0,929.0,33.0,65.0,245.0,26.5,162.0,234.0,69.2,8.8,26.5,35.3,10.1,19.5,7.1,1.3,18.5,56.1,0.697,-0.286
2018,dalhousie,November,7.0,133.0,437.0,30.4,32.0,121.0,26.4,81.0,119.0,68.1,10.0,28.1,38.1,11.0,21.1,8.9,1.3,19.1,54.1,0.66,-0.215
2018,dalhousie,January,7.0,148.0,438.0,33.8,34.0,115.0,29.6,87.0,118.0,73.7,12.1,29.0,41.1,10.1,17.9,7.7,1.4,18.0,59.6,0.777,-0.105
2018,dalhousie,February,6.0,130.0,387.0,33.6,28.0,111.0,25.2,47.0,76.0,61.8,7.8,24.8,32.7,9.8,17.7,7.0,0.5,17.2,55.8,0.692,-0.298
2018,memorial,Total,20.0,493.0,1361.0,36.2,139.0,452.0,30.8,284.0,406.0,70.0,9.9,29.2,39.1,12.6,16.1,8.3,2.5,15.3,70.5,0.835,0.0
2018,memorial,Exhibition,6.0,138.0,416.0,33.2,40.0,165.0,24.2,82.0,121.0,67.8,9.2,22.0,31.2,13.7,16.8,10.0,2.5,18.0,66.3,0.762,-0.136
2018,memorial,Home,10.0,262.0,691.0,37.9,69.0,237.0,29.1,143.0,202.0,70.8,10.2,29.1,39.3,13.6,17.3,7.6,2.6,15.1,73.6,0.853,0.046
2018,memorial,Away,10.0,231.0,670.0,34.5,70.0,215.0,32.6,141.0,204.0,69.1,9.7,29.3,39.0,11.5,14.9,8.9,2.4,15.5,67.3,0.817,-0.047
2018,memorial,Wins,11.0,314.0,768.0,40.9,84.0,255.0,32.9,156.0,219.0,71.2,10.5,30.9,41.4,14.8,14.5,7.9,2.9,16.6,78.9,0.942,0.176
2018,memorial,Losses,9.0,179.0,593.0,30.2,55.0,197.0,27.9,128.0,187.0,68.4,9.3,27.1,36.4,9.8,18.1,8.7,2.0,13.7,60.1,0.707,-0.214
2018,memorial,November,8.0,196.0,567.0,34.6,58.0,190.0,30.5,127.0,181.0,70.2,11.8,27.5,39.3,12.1,14.8,7.9,3.4,16.3,72.1,0.847,0.015
2018,memorial,January,6.0,148.0,414.0,35.7,41.0,144.0,28.5,74.0,110.0,67.3,9.2,29.2,38.3,12.2,18.5,10.7,2.0,13.5,68.5,0.783,-0.103
2018,memorial,February,6.0,149.0,380.0,39.2,40.0,118.0,33.9,83.0,115.0,72.2,8.3,31.5,39.8,13.5,15.5,6.3,1.8,15.8,70.2,0.876,0.09
2018,saintmarys,Total,20.0,424.0,1294.0,32.8,109.0,409.0,26.7,238.0,357.0,66.7,14.0,23.9,37.9,10.8,15.3,9.2,2.6,16.1,59.8,0.798,0.004
2018,saintmarys,Exhibition,3.0,64.0,155.0,41.3,17.0,53.0,32.1,44.0,73.0,60.3,11.0,25.0,36.0,11.7,19.0,8.3,0.7,16.3,63.0,0.877,0.094
2018,saintmarys,Home,9.0,197.0,601.0,32.8,51.0,179.0,28.5,92.0,140.0,65.7,15.1,24.4,39.6,12.6,15.9,8.4,3.0,15.0,59.7,0.792,0.026
2018,saintmarys,Away,11.0,227.0,693.0,32.8,58.0,230.0,25.2,146.0,217.0,67.3,13.1,23.4,36.5,9.5,14.7,9.8,2.4,17.0,59.8,0.803,-0.013
2018,saintmarys,Wins,11.0,250.0,703.0,35.6,70.0,222.0,31.5,144.0,220.0,65.5,14.9,23.5,38.4,11.5,13.7,9.7,2.8,14.5,64.9,0.892,0.175
2018,saintmarys,Losses,9.0,174.0,591.0,29.4,39.0,187.0,20.9,94.0,137.0,68.6,12.9,24.3,37.2,10.1,17.1,8.6,2.4,18.0,53.4,0.69,-0.193
2018,saintmarys,November,7.0,140.0,443.0,31.6,36.0,145.0,24.8,69.0,116.0,59.5,13.9,24.0,37.9,10.7,16.7,9.1,3.1,15.4,55.0,0.739,-0.026
2018,saintmarys,January,6.0,141.0,383.0,36.8,42.0,125.0,33.6,93.0,131.0,71.0,14.7,24.0,38.7,10.8,13.7,10.5,2.8,14.8,69.5,0.942,0.213
2018,saintmarys,February,7.0,143.0,468.0,30.6,31.0,139.0,22.3,76.0,110.0,69.1,13.6,23.6,37.1,11.0,15.1,8.1,2.0,17.9,56.1,0.736,-0.139
2018,stfx,Total,20.0,404.0,1259.0,32.1,75.0,325.0,23.1,208.0,314.0,66.2,8.8,27.6,36.5,10.8,18.1,5.4,2.6,17.7,54.5,0.681,-0.233
2018,stfx,Exhibition,6.0,105.0,338.0,31.1,13.0,80.0,16.3,70.0,118.0,59.3,9.2,28.5,37.7,7.3,22.3,6.3,2.3,16.0,48.8,0.616,-0.197
2018,stfx,Home,10.0,186.0,632.0,29.4,31.0,153.0,20.3,113.0,179.0,63.1,9.4,26.1,35.5,10.9,17.5,5.6,2.5,17.1,51.6,0.643,-0.254
2018,stfx,Away,10.0,218.0,627.0,34.8,44.0,172.0,25.6,95.0,135.0,70.4,8.3,29.1,37.4,10.8,18.7,5.2,2.8,18.3,57.5,0.72,-0.212
2018,stfx,Wins,1.0,25.0,62.0,40.3,4.0,19.0,21.1,14.0,19.0,73.7,9.0,36.0,45.0,15.0,16.0,8.0,2.0,20.0,68.0,0.866,0.058
2018,stfx,Losses,19.0,379.0,1197.0,31.7,71.0,306.0,23.2,194.0,295.0,65.8,8.8,27.2,36.0,10.6,18.2,5.3,2.7,17.6,53.8,0.672,-0.248
2018,stfx,November,7.0,138.0,448.0,30.8,30.0,135.0,22.2,73.0,116.0,62.9,8.7,28.4,37.1,10.7,19.4,6.0,2.0,18.7,54.1,0.652,-0.258
2018,stfx,January,7.0,138.0,432.0,31.9,18.0,96.0,18.8,87.0,124.0,70.2,11.0,28.9,39.9,9.9,21.0,5.0,2.4,16.7,54.4,0.676,-0.245
2018,stfx,February,6.0,128.0,379.0,33.8,27.0,94.0,28.7,48.0,74.0,64.9,6.5,25.2,31.7,12.2,13.2,5.2,3.7,17.7,55.2,0.726,-0.188
2018,unb,Total,20.0,539.0,1310.0,41.1,109.0,349.0,31.2,198.0,293.0,67.6,10.9,26.9,37.8,13.0,17.5,6.3,2.8,17.9,69.3,0.872,0.04
2018,unb,Exhibition,8.0,187.0,508.0,36.8,36.0,104.0,34.6,90.0,132.0,68.2,14.6,25.1,39.8,11.5,16.3,5.1,2.5,17.6,62.5,0.852,-0.023
2018,unb,Home,11.0,310.0,716.0,43.3,67.0,195.0,34.4,96.0,159.0,60.4,11.0,26.5,37.5,12.5,18.3,6.5,2.7,19.3,71.2,0.894,0.089
2018,unb,Away,9.0,229.0,594.0,38.6,42.0,154.0,27.3,102.0,134.0,76.1,10.8,27.3,38.1,13.6,16.6,6.1,2.8,16.1,66.9,0.844,-0.02
2018,unb,Wins,10.0,299.0,658.0,45.4,71.0,210.0,33.8,108.0,153.0,70.6,11.0,28.1,39.1,14.4,17.3,6.6,2.2,18.1,77.7,0.974,0.231
2018,unb,Losses,10.0,240.0,652.0,36.8,38.0,139.0,27.3,90.0,140.0,64.3,10.8,25.7,36.5,11.6,17.7,6.0,3.3,17.6,60.8,0.769,-0.153
2018,unb,November,8.0,209.0,523.0,40.0,46.0,149.0,30.9,90.0,120.0,75.0,10.1,27.5,37.6,13.6,17.9,6.4,3.6,19.1,69.3,0.859,0.08
2018,unb,January,7.0,189.0,472.0,40.0,35.0,122.0,28.7,49.0,85.0,57.6,12.4,25.6,38.0,14.1,19.4,5.6,2.6,18.3,66.0,0.82,-0.11
2018,unb,February,5.0,141.0,315.0,44.8,28.0,78.0,35.9,59.0,88.0,67.0,10.0,27.8,37.8,10.4,14.2,7.2,1.6,15.2,73.8,0.971,0.193
2018,upei,Total,20.0,480.0,1282.0,37.4,98.0,343.0,28.6,360.0,479.0,75.2,8.5,28.9,37.4,12.9,13.9,8.0,4.5,14.9,70.9,0.87,0.033
2018,upei,Exhibition,8.0,199.0,518.0,38.4,31.0,110.0,28.2,103.0,164.0,62.8,10.9,29.6,40.5,14.6,14.6,9.1,6.6,12.6,66.5,0.844,0.137
2018,upei,Home,11.0,255.0,715.0,35.7,47.0,187.0,25.1,189.0,258.0,73.3,8.9,29.5,38.5,12.8,13.8,7.4,5.0,12.7,67.8,0.831,-0.015
2018,upei,Away,9.0,225.0,567.0,39.7,51.0,156.0,32.7,171.0,221.0,77.4,8.0,28.1,36.1,13.0,14.1,8.8,3.8,17.6,74.7,0.917,0.091
2018,upei,Wins,11.0,273.0,707.0,38.6,52.0,180.0,28.9,206.0,280.0,73.6,9.2,31.5,40.6,14.4,13.1,8.2,5.9,13.5,73.1,0.903,0.169
2018,upei,Losses,9.0,207.0,575.0,36.0,46.0,163.0,28.2,154.0,199.0,77.4,7.7,25.8,33.4,11.1,15.0,7.8,2.7,16.6,68.2,0.829,-0.128
2018,upei,November,7.0,151.0,425.0,35.5,35.0,118.0,29.7,129.0,165.0,78.2,5.7,26.3,32.0,13.0,12.7,8.7,3.0,16.0,66.6,0.837,-0.03
2018,upei,January,7.0,184.0,451.0,40.8,33.0,125.0,26.4,134.0,187.0,71.7,9.6,29.9,39.4,14.4,14.3,8.0,6.0,16.3,76.4,0.926,0.103
2018,upei,February,6.0,145.0,406.0,35.7,30.0,100.0,30.0,97.0,127.0,76.4,10.5,30.8,41.3,11.0,15.0,7.2,4.3,12.0,69.5,0.84,0.023
2018,bishops,Total,16.0,379.0,1041.0,36.4,81.0,296.0,27.4,165.0,258.0,64.0,12.7,26.4,39.1,12.7,16.9,7.6,2.6,16.8,62.8,0.812,-0.035
2018,bishops,Exhibition,8.0,209.0,535.0,39.1,69.0,215.0,32.1,98.0,142.0,69.0,12.0,22.4,34.4,15.8,14.3,11.3,1.8,21.1,73.1,0.938,0.054
2018,bishops,Home,8.0,180.0,515.0,35.0,35.0,155.0,22.6,107.0,165.0,64.8,15.0,29.9,44.9,13.3,17.3,8.8,3.9,17.4,62.8,0.816,0.032
2018,bishops,Away,8.0,199.0,526.0,37.8,46.0,141.0,32.6,58.0,93.0,62.4,10.4,23.0,33.4,12.1,16.5,6.4,1.4,16.3,62.8,0.808,-0.103
2018,bishops,Wins,8.0,212.0,525.0,40.4,42.0,148.0,28.4,92.0,143.0,64.3,13.4,28.9,42.3,14.3,16.4,8.3,3.0,16.0,69.8,0.899,0.124
2018,bishops,Losses,8.0,167.0,516.0,32.4,39.0,148.0,26.4,73.0,115.0,63.5,12.0,24.0,36.0,11.1,17.4,6.9,2.3,17.6,55.8,0.723,-0.195
2018,bishops,November,4.0,94.0,279.0,33.7,22.0,89.0,24.7,53.0,81.0,65.4,13.5,27.3,40.8,13.5,16.0,6.8,2.8,18.0,65.8,0.798,-0.091
2018,bishops,December,1.0,18.0,56.0,32.1,4.0,18.0,22.2,12.0,20.0,60.0,11.0,36.0,47.0,8.0,21.0,7.0,3.0,18.0,52.0,0.684,-0.051
2018,bishops,January,6.0,145.0,390.0,37.2,28.0,108.0,25.9,62.0,93.0,66.7,13.7,25.0,38.7,13.8,18.7,10.2,3.5,16.7,63.3,0.815,0.003
2018,bishops,February,5.0,122.0,316.0,38.6,27.0,81.0,33.3,38.0,64.0,59.4,11.2,25.6,36.8,11.6,14.6,5.2,1.4,15.8,61.8,0.847,-0.029
2018,concordia,Total,16.0,355.0,1021.0,34.8,91.0,312.0,29.2,179.0,248.0,72.2,10.9,23.9,34.8,10.9,15.9,7.3,2.4,15.8,61.3,0.801,-0.085
